season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1967/68,1968-03-02T00:00:00Z,Frome Town,H,1-1,D,Morris,WLP,NA,30,26,1,1,NA,Ted Holehouse,NA,league,1,46,1.7692307692307692
1967/68,1968-03-09T00:00:00Z,Dorchester Town,A,4-1,W,"Ron Curtis 2, Colin Skirton 2",WLP,NA,31,27,4,1,NA,Ted Holehouse,NA,league,3,49,1.8148148148148149
1967/68,1968-03-16T00:00:00Z,Yeovil Town Reserves,H,1-0,W,Alan Margary,WLP,NA,32,28,1,0,NA,Ted Holehouse,NA,league,3,52,1.8571428571428572
1967/68,1968-03-23T00:00:00Z,St Lukes College,H,5-0,W,"Alan Hobbs 2, Mike Brimble, Paul Hopkins, Colin Skirton",WLP,NA,33,29,5,0,NA,Ted Holehouse,NA,league,3,55,1.896551724137931
1967/68,1968-03-30T00:00:00Z,Bath City Reserves,A,0-1,L,NA,WLP,NA,34,30,0,1,NA,Ted Holehouse,NA,league,0,55,1.8333333333333333
1967/68,1968-04-03T00:00:00Z,Minehead,A,0-5,L,NA,WLP,NA,35,31,0,5,NA,Ted Holehouse,NA,league,0,55,1.7741935483870968
1967/68,1968-04-06T00:00:00Z,Bridgwater Town,A,0-2,L,NA,WLP,NA,36,32,0,2,NA,Ted Holehouse,NA,league,0,55,1.71875
1967/68,1968-04-12T00:00:00Z,Bridgwater Town,H,0-1,L,NA,WLP,NA,37,33,0,1,NA,Ted Holehouse,NA,league,0,55,1.6666666666666667
1967/68,1968-04-13T00:00:00Z,Minehead,H,2-2,D,"Chris Rogers, Geoff Cox",WLP,NA,38,34,2,2,NA,Ted Holehouse,NA,league,1,56,1.6470588235294117
1967/68,1968-04-15T00:00:00Z,Glastonbury,A,0-3,L,NA,WLP,NA,39,35,0,3,NA,Ted Holehouse,NA,league,0,56,1.6
1967/68,1968-04-20T00:00:00Z,Portland United,A,2-0,W,"Ron Curtis, Colin Skirton",WLP,NA,40,36,2,0,NA,Ted Holehouse,NA,league,3,59,1.6388888888888888
1967/68,1968-04-23T00:00:00Z,Bristol City Colts,A,3-0,W,"Colin Skirton 2, Hopkins",WLP,NA,41,37,3,0,NA,Ted Holehouse,NA,league,3,62,1.6756756756756757
1967/68,1968-04-27T00:00:00Z,Barnstaple Town,A,1-3,L,Geoff Cox,WLP,NA,42,38,1,3,NA,Ted Holehouse,NA,league,0,62,1.631578947368421
1967/68,1968-05-01T00:00:00Z,Andover,H,5-2,W,"Ted Holehouse, Colin Skirton 2, Brian Owen, Martin Chivers",WLP,NA,43,39,5,2,313,Ted Holehouse,NA,league,3,65,1.6666666666666667
1967/68,1968-05-04T00:00:00Z,Torquay United Reserves,A,0-0,D,NA,WLP,NA,44,40,0,0,NA,Ted Holehouse,NA,league,1,66,1.65
1968/69,1968-08-17T00:00:00Z,Bridport,A,0-2,L,NA,WLP,NA,1,1,0,2,NA,Ted Holehouse,NA,league,0,0,0
1968/69,1968-08-24T00:00:00Z,Minehead,H,1-1,D,Bobby Gibbs,WLP,NA,2,2,1,1,NA,Ted Holehouse,NA,league,1,1,0.5
1968/69,1968-08-28T00:00:00Z,Devizes Town,A,1-2,L,Brian Barker,WLP,NA,3,3,1,2,NA,Ted Holehouse,NA,league,0,1,0.3333333333333333
1968/69,1968-08-31T00:00:00Z,Yeovil Town Reserves,A,6-2,W,"Gibbs, Curtis 2, Colin Skirton 2, Paul Hopkins",WLP,NA,4,4,6,2,NA,Ted Holehouse,NA,league,3,4,1
1968/69,1968-09-04T00:00:00Z,Devizes Town,H,1-3,L,Bobby Gibbs,WLP,NA,5,5,1,3,NA,Ted Holehouse,NA,league,0,4,0.8
1968/69,1968-09-07T00:00:00Z,Barnstaple Town,A,0-0,D,NA,WLP,NA,6,6,0,0,NA,Ted Holehouse,NA,league,1,5,0.8333333333333334
1968/69,1968-09-14T00:00:00Z,Portland United,H,2-1,W,"Brian Barker, Colin Skirton",WLP,NA,7,7,2,1,NA,Mike Williams,NA,league,3,8,1.1428571428571428
1968/69,1968-09-21T00:00:00Z,Chippenham Town,A,4-2,W,"Brian Barker 2, Bobby Gibbs 2",FAC,1Q,8,1,4,2,NA,Mike Williams,NA,cup,NA,NA,NA
1968/69,1968-09-28T00:00:00Z,Taunton Town,H,4-2,W,"Bobby Gibbs 2, Colin Skirton 2",WLP,NA,9,8,4,2,NA,Mike Williams,NA,league,3,11,1.375
1968/69,1968-10-05T00:00:00Z,Gloucester City,H,1-2,L,Colin Skirton,FAC,2Q,10,2,1,2,NA,Mike Williams,NA,cup,NA,NA,NA
1968/69,1968-10-12T00:00:00Z,Bristol City Colts,H,3-1,W,"Paul Hopkins, Ken Rendall, Ron Walker",WLP,NA,11,9,3,1,NA,Mike Williams,NA,league,3,14,1.5555555555555556
1968/69,1968-10-19T00:00:00Z,Taunton Town,H,3-2,W,"Colin Skirton 2, Ron Curtis",SProC,2,12,1,3,2,329,Mike Williams,NA,cup,NA,NA,NA
1968/69,1968-10-26T00:00:00Z,Bridgwater Town,H,2-0,W,"Bobby Gibbs, Colin Skirton",WLP,NA,13,10,2,0,347,Mike Williams,NA,league,3,17,1.7
1968/69,1968-11-02T00:00:00Z,Barnstaple Town,H,2-1,W,"Bobby Gibbs, Colin Skirton",WLP,NA,14,11,2,1,NA,Mike Williams,NA,league,3,20,1.8181818181818181
1968/69,1968-11-09T00:00:00Z,Bridport,H,0-0,D,NA,WLP,NA,15,12,0,0,NA,Mike Williams,NA,league,1,21,1.75
1968/69,1968-11-16T00:00:00Z,Bideford,A,1-0,W,Colin Skirton,WLP,NA,16,13,1,0,NA,Mike Williams,NA,league,3,24,1.8461538461538463
1968/69,1968-11-23T00:00:00Z,Weston-super-Mare,H,1-1,D,Brian Barker,WLP,NA,17,14,1,1,NA,Mike Williams,NA,league,1,25,1.7857142857142858
1968/69,1968-11-30T00:00:00Z,Torquay United Reserves,A,2-1,W,"Lewis Hopkins, Brian Barker",WLP,NA,18,15,2,1,NA,Mike Williams,NA,league,3,28,1.8666666666666667
1968/69,1968-12-08T00:00:00Z,Weston-super-Mare,A,1-1,D,Ron Walker,WLP,NA,19,16,1,1,NA,Mike Williams,NA,league,1,29,1.8125
1968/69,1968-12-14T00:00:00Z,Andover,A,0-2,L,NA,WLP,NA,20,17,0,2,NA,Mike Williams,NA,league,0,29,1.7058823529411764
1968/69,1968-12-26T00:00:00Z,Andover,H,3-2,W,"Ron Walker, Colin Skirton, Alan Hobbs",WLP,NA,21,18,3,2,NA,Mike Williams,NA,league,3,32,1.7777777777777777
1968/69,1969-01-04T00:00:00Z,Bath City Reserves,A,2-1,W,Ron Curtis 2,WLP,NA,22,19,2,1,NA,Mike Williams,NA,league,3,35,1.8421052631578947
1968/69,1969-01-11T00:00:00Z,Yeovil Town Reserves,H,3-1,W,"Ron Curtis, Colin Skirton, Ken Randall",WLP,NA,23,20,3,1,NA,Mike Williams,NA,league,3,38,1.9
1968/69,1969-01-25T00:00:00Z,Torquay United Reserves,H,0-1,L,NA,WLP,NA,24,21,0,1,NA,Mike Williams,NA,league,0,38,1.8095238095238095
1968/69,1969-02-01T00:00:00Z,Bath City Reserves,H,0-0,D,NA,WLP,NA,25,22,0,0,NA,Mike Williams,NA,league,1,39,1.7727272727272727
1968/69,1969-02-15T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,26,23,0,1,NA,Mike Williams,NA,league,0,39,1.6956521739130435
1968/69,1969-03-01T00:00:00Z,Frome Town,A,1-3,L,Alan Hobbs,WLP,NA,27,24,1,3,NA,Mike Williams,NA,league,0,39,1.625
1968/69,1969-03-08T00:00:00Z,Frome Town,H,2-2,D,"Ron Curtis, Paul Hopkins",WLP,NA,28,25,2,2,618,Mike Williams,NA,league,1,40,1.6
1968/69,1969-03-15T00:00:00Z,St Lukes College,H,2-1,W,"Ron Curtis, Colin Skirton",WLP,NA,29,26,2,1,405,Mike Williams,NA,league,3,43,1.6538461538461537
1968/69,1969-03-22T00:00:00Z,Dorchester Town,A,1-1,D,Ron Walker,WLP,NA,30,27,1,1,NA,Mike Williams,NA,league,1,44,1.6296296296296295
1968/69,1969-03-26T00:00:00Z,Minehead,A,0-1,L,NA,WLP,NA,31,28,0,1,NA,Mike Williams,NA,league,0,44,1.5714285714285714
1968/69,1969-03-29T00:00:00Z,Taunton Town,A,0-2,L,NA,WLP,NA,32,29,0,2,NA,Mike Williams,NA,league,0,44,1.5172413793103448
1968/69,1969-04-04T00:00:00Z,Glastonbury,H,1-2,L,Ian Henderson,WLP,NA,33,30,1,2,NA,Mike Williams,NA,league,0,44,1.4666666666666666
1968/69,1969-04-05T00:00:00Z,Dorchester Town,H,1-1,D,Colin Skirton,WLP,NA,34,31,1,1,NA,Mike Williams,NA,league,1,45,1.4516129032258065
1968/69,1969-04-07T00:00:00Z,Glastonbury,A,0-1,L,NA,WLP,NA,35,32,0,1,NA,Mike Williams,NA,league,0,45,1.40625
1968/69,1969-04-12T00:00:00Z,Frome Town,A,0-1,L,NA,SProC,SF,36,2,0,1,NA,Mike Williams,NA,cup,NA,NA,NA
1968/69,1969-04-15T00:00:00Z,Bridgwater Town,A,1-4,L,Colin Skirton,WLP,NA,37,33,1,4,NA,Mike Williams,NA,league,0,45,1.3636363636363635
1968/69,1969-04-19T00:00:00Z,St Lukes College,A,1-4,L,Micky Slocombe,WLP,NA,38,34,1,4,NA,Mike Williams,NA,league,0,45,1.3235294117647058
1968/69,1969-04-23T00:00:00Z,Bristol City Colts,A,2-0,W,"Colin Skirton, Francis",WLP,NA,39,35,2,0,NA,Mike Williams,NA,league,3,48,1.3714285714285714
1968/69,1969-05-03T00:00:00Z,Portland United,A,4-3,W,"Paul Hopkins 2, Colin Skirton, Micky Slocombe",WLP,NA,40,36,4,3,NA,Mike Williams,NA,league,3,51,1.4166666666666667
1969/70,1969-08-09T00:00:00Z,Portland United,H,6-1,W,"Ian Henderson 2, Micky Slocombe, Webb, Graham Gould 2",WLP,NA,1,1,6,1,323,Brian Carter,NA,league,3,3,3
1969/70,1969-08-17T00:00:00Z,Devizes Town,H,2-2,D,Graham Gould 2,WLP,NA,2,2,2,2,705,Brian Carter,NA,league,1,4,2
1969/70,1969-08-23T00:00:00Z,Dorchester Town,A,0-1,L,NA,WLP,NA,3,3,0,1,NA,Brian Carter,NA,league,0,4,1.3333333333333333
1969/70,1969-08-27T00:00:00Z,Frome Town,H,1-2,L,John Watkins,WLP,NA,4,4,1,2,479,Brian Carter,NA,league,0,4,1
1969/70,1969-08-30T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,5,5,0,1,NA,Brian Carter,NA,league,0,4,0.8
1969/70,1969-09-02T00:00:00Z,Street,A,0-1,L,NA,SProC,1,6,1,0,1,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-09-07T00:00:00Z,Bridport,A,3-0,W,"Graham Gould 2, Ian Henderson",WLP,NA,7,6,3,0,NA,Brian Carter,NA,league,3,7,1.1666666666666667
1969/70,1969-09-17T00:00:00Z,Frome Town,A,2-3,L,"Paul Hopkins, Ian Henderson",WLP,NA,8,7,2,3,NA,Brian Carter,NA,league,0,7,1
1969/70,1969-09-20T00:00:00Z,Poole Town,A,1-1,D,Colin Skirton,FAC,1Q,9,1,1,1,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-09-24T00:00:00Z,Poole Town,H,2-1,W,Colin Skirton,FAC,1QR,10,2,2,1,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-09-27T00:00:00Z,Torquay United Reserves,A,3-0,W,"Ian Henderson 2, Colin Skirton",WLP,NA,11,8,3,0,NA,Brian Carter,NA,league,3,10,1.25
1969/70,1969-09-29T00:00:00Z,Bath City Reserves,A,2-3,L,"John Watkins, Colin Skirton",WLP,NA,12,9,2,3,NA,Brian Carter,NA,league,0,10,1.1111111111111112
1969/70,1969-10-04T00:00:00Z,Chippenham Town,H,2-2,D,"Colin Skirton, John Watkins",FAC,2Q,13,3,2,2,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-10-08T00:00:00Z,Chippenham Town,A,1-2,L,John Watkins,FAC,2QR,14,4,1,2,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-10-11T00:00:00Z,Weymouth Reserves,H,2-0,W,Ian Henderson 2,WLP,NA,15,10,2,0,279,Brian Carter,NA,league,3,13,1.3
1969/70,1969-10-18T00:00:00Z,Portland United,A,0-2,L,NA,WLP,NA,16,11,0,2,NA,Brian Carter,NA,league,0,13,1.1818181818181819
1969/70,1969-10-22T00:00:00Z,Weymouth Reserves,A,0-1,L,NA,WLP,NA,17,12,0,1,NA,Brian Carter,NA,league,0,13,1.0833333333333333
1969/70,1969-10-25T00:00:00Z,Bridgwater Town,H,1-1,D,Ian Henderson,WLP,NA,18,13,1,1,NA,Brian Carter,NA,league,1,14,1.0769230769230769
1969/70,1969-11-02T00:00:00Z,Yeovil Town Reserves,A,5-3,W,"Ian Henderson 2, Micky Slocombe, Webb, Colin Skirton",WLP,NA,19,14,5,3,500,Brian Carter,NA,league,3,17,1.2142857142857142
1969/70,1969-11-08T00:00:00Z,Pembroke Borough,H,5-3,W,"Ian Henderson, Colin Skirton 3, John Watkins",FAT,1Q,20,1,5,3,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-11-16T00:00:00Z,Yeovil Town Reserves,H,3-0,W,"Colin Skirton, Ian Henderson 2",WLP,NA,21,15,3,0,NA,Brian Carter,NA,league,3,20,1.3333333333333333
1969/70,1969-11-22T00:00:00Z,Stourbridge,A,1-1,D,Colin Skirton,FAT,2Q,22,2,1,1,NA,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-11-26T00:00:00Z,Stourbridge,H,1-4,L,Ian Henderson,FAT,2QR,23,3,1,4,462,Brian Carter,NA,cup,NA,NA,NA
1969/70,1969-11-30T00:00:00Z,Barnstaple Town,H,2-1,W,"Micky Slocombe, Graham Gould",WLP,NA,24,16,2,1,242,Brian Carter,NA,league,3,23,1.4375
1969/70,1969-12-06T00:00:00Z,Andover,A,1-2,L,Colin Skirton,WLP,NA,25,17,1,2,NA,Brian Carter,NA,league,0,23,1.3529411764705883
1969/70,1969-12-13T00:00:00Z,St Lukes College,H,1-0,W,Graham Gould,WLP,NA,26,18,1,0,174,Brian Carter,NA,league,3,26,1.4444444444444444
1969/70,1969-12-21T00:00:00Z,Weston-super-Mare,A,2-3,L,Colin Skirton 2,WLP,NA,27,19,2,3,NA,Brian Carter,NA,league,0,26,1.368421052631579
1969/70,1969-12-26T00:00:00Z,Weston-super-Mare,H,4-0,W,"Ian Henderson 2, Colin Skirton, John Watkins",WLP,NA,28,20,4,0,NA,Brian Carter,NA,league,3,29,1.45
1969/70,1969-12-27T00:00:00Z,Minehead,A,1-2,L,Graham Gould,WLP,NA,29,21,1,2,NA,Brian Carter,NA,league,0,29,1.380952380952381
1969/70,1970-01-03T00:00:00Z,Torquay United Reserves,H,4-2,W,"John Watkins, Brian Carter, Ian Henderson, Graham Gould",WLP,NA,30,22,4,2,NA,Brian Carter,NA,league,3,32,1.4545454545454546
1969/70,1970-01-11T00:00:00Z,Bridport,H,6-1,W,"Graham Gould, Micky Slocombe, Ian Henderson 2, Colin Skirton 2 ",WLP,NA,31,23,6,1,187,Brian Carter,NA,league,3,35,1.5217391304347827
1969/70,1970-01-18T00:00:00Z,Bridgwater Town,A,1-4,L,Colin Skirton,WLP,NA,32,24,1,4,NA,Brian Carter,NA,league,0,35,1.4583333333333333
1969/70,1970-01-24T00:00:00Z,Devizes Town,A,2-0,W,"John Watkins, Colin Skirton",WLP,NA,33,25,2,0,NA,Brian Carter,NA,league,3,38,1.52
1969/70,1970-02-01T00:00:00Z,Bristol City Colts,H,2-0,W,Colin Skirton 2,WLP,NA,34,26,2,0,NA,Brian Carter,NA,league,3,41,1.5769230769230769
1969/70,1970-02-07T00:00:00Z,St Lukes College,A,2-1,W,Colin Skirton 2,WLP,NA,35,27,2,1,NA,Brian Carter,NA,league,3,44,1.6296296296296295
1969/70,1970-02-21T00:00:00Z,Bideford,A,2-3,L,"John Watkins, Webb",WLP,NA,36,28,2,3,NA,Brian Carter,NA,league,0,44,1.5714285714285714
1969/70,1970-02-28T00:00:00Z,Bath City Reserves,H,0-2,L,NA,WLP,NA,37,29,0,2,NA,Brian Carter,NA,league,0,44,1.5172413793103448
1969/70,1970-03-15T00:00:00Z,Taunton Town,H,4-0,W,"Colin Skirton 2, Ian Henderson, Tony Albin",WLP,NA,38,30,4,0,429,Brian Carter,NA,league,3,47,1.5666666666666667
1969/70,1970-03-21T00:00:00Z,Andover,H,0-4,L,NA,WLP,NA,39,31,0,4,NA,Brian Carter,NA,league,0,47,1.5161290322580645
1969/70,1970-03-27T00:00:00Z,Glastonbury,H,0-1,L,NA,WLP,NA,40,32,0,1,NA,Brian Carter,NA,league,0,47,1.46875
1969/70,1970-03-28T00:00:00Z,Dorchester Town,H,3-1,W,Colin Skirton 3,WLP,NA,41,33,3,1,NA,Brian Carter,NA,league,3,50,1.5151515151515151
1969/70,1970-03-30T00:00:00Z,Glastonbury,A,0-5,L,NA,WLP,NA,42,34,0,5,NA,Brian Carter,NA,league,0,50,1.4705882352941178
1969/70,1970-04-05T00:00:00Z,Barnstaple Town,A,4-2,W,"Colin Skirton, Ian Henderson, Webb, John Watkins",WLP,NA,43,35,4,2,NA,Brian Carter,NA,league,3,53,1.5142857142857142
1969/70,1970-04-15T00:00:00Z,Bristol City Colts,A,0-0,D,NA,WLP,NA,44,36,0,0,NA,Brian Carter,NA,league,1,54,1.5
1969/70,1970-04-26T00:00:00Z,Taunton Town,A,0-2,L,NA,WLP,NA,45,37,0,2,NA,Brian Carter,NA,league,0,54,1.4594594594594594
1969/70,1970-04-30T00:00:00Z,Minehead,H,0-6,L,NA,WLP,NA,46,38,0,6,NA,Brian Carter,NA,league,0,54,1.4210526315789473
1970/71,1970-08-15T00:00:00Z,Dorchester Town,A,1-0,W,Ian Henderson,WLP,NA,1,1,1,0,NA,Arthur Ladd,NA,league,3,3,3
1970/71,1970-08-22T00:00:00Z,Bridport,H,2-0,W,"Ian Henderson, John Watkins",WLP,NA,2,2,2,0,NA,Arthur Ladd,NA,league,3,6,3
1970/71,1970-08-29T00:00:00Z,Bristol City Colts,A,4-2,W,"Brown, Philip Curtis, Ian Henderson 2",WLP,NA,3,3,4,2,NA,Arthur Ladd,NA,league,3,9,3
1970/71,1970-09-05T00:00:00Z,Frome Town,H,5-1,W,"Ian Henderson 4, John Watkins",FAC,P,4,1,5,1,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-09-12T00:00:00Z,Torquay United Reserves,A,1-0,W,Ian Henderson,WLP,NA,5,4,1,0,NA,Arthur Ladd,NA,league,3,12,3
1970/71,1970-09-19T00:00:00Z,Weston-super-Mare,A,2-1,W,"Ian Henderson, Philip Curtis",FAC,1Q,6,2,2,1,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-09-27T00:00:00Z,Bristol City Colts,H,0-0,D,NA,WLP,NA,7,5,0,0,NA,Arthur Ladd,NA,league,1,13,2.6
1970/71,1970-10-03T00:00:00Z,Taunton Town,A,1-6,L,Clive Johnston,SProC,1,8,1,1,6,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-10-10T00:00:00Z,Glastonbury,A,0-1,L,NA,FAC,2Q,9,3,0,1,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-10-17T00:00:00Z,Devizes Town,H,2-0,W,"Trevor Rhodes, Ian Henderson",WLP,NA,10,6,2,0,NA,Arthur Ladd,NA,league,3,16,2.6666666666666665
1970/71,1970-10-19T00:00:00Z,Bath City Reserves,A,3-2,W,"Trevor Rhodes, Philip Curtis, Paul Hopkins",WCC,1,11,1,3,2,466,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-10-25T00:00:00Z,Frome Town,A,0-4,L,NA,WLP,NA,12,7,0,4,NA,Arthur Ladd,NA,league,0,16,2.2857142857142856
1970/71,1970-10-31T00:00:00Z,Bridport,H,2-2,D,"Ian Henderson, Roy James",FAT,1Q,13,1,2,2,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-11-03T00:00:00Z,Bridport,A,2-1,W,Roy James 2,FAT,1QR,14,2,2,1,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-11-07T00:00:00Z,Plymouth City,H,3-2,W,"Ian Henderson 2, Clive Johnston",WLP,NA,15,8,3,2,NA,Arthur Ladd,NA,league,3,19,2.375
1970/71,1970-11-14T00:00:00Z,St Blazey,H,3-4,L,"Roy James, Ian Henderson, Trevor Rhodes",FAT,2Q,16,3,3,4,270,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1970-11-21T00:00:00Z,Barnstaple Town,H,2-2,D,"Ian Henderson, Paul Hopkins",WLP,NA,17,9,2,2,165,Arthur Ladd,NA,league,1,20,2.2222222222222223
1970/71,1970-11-28T00:00:00Z,Minehead,A,2-1,W,"Paul Hopkins, Ian Henderson",WLP,NA,18,10,2,1,NA,Arthur Ladd,NA,league,3,23,2.3
1970/71,1970-12-05T00:00:00Z,Bridgwater Town,H,1-2,L,Paul Hopkins,WLP,NA,19,11,1,2,218,Arthur Ladd,NA,league,0,23,2.090909090909091
1970/71,1970-12-13T00:00:00Z,Taunton Town,A,0-2,L,NA,WLP,NA,20,12,0,2,NA,Arthur Ladd,NA,league,0,23,1.9166666666666667
1970/71,1970-12-19T00:00:00Z,Andover,H,0-1,L,NA,WLP,NA,21,13,0,1,NA,Arthur Ladd,NA,league,0,23,1.7692307692307692
1970/71,1970-12-26T00:00:00Z,Weston-super-Mare,A,1-3,L,Bob Tisdale,WLP,NA,22,14,1,3,NA,Arthur Ladd,NA,league,0,23,1.6428571428571428
1970/71,1971-01-09T00:00:00Z,Devizes Town,A,1-1,D,Roy James,WLP,NA,23,15,1,1,NA,Arthur Ladd,NA,league,1,24,1.6
1970/71,1971-01-16T00:00:00Z,Andover,A,0-2,L,NA,WLP,NA,24,16,0,2,NA,Arthur Ladd,NA,league,0,24,1.5
1970/71,1971-01-23T00:00:00Z,Bideford,H,6-4,W,"Ian Henderson 3, OG, Micky Slocombe, Roy James",WLP,NA,25,17,6,4,168,Arthur Ladd,NA,league,3,27,1.588235294117647
1970/71,1971-02-06T00:00:00Z,Torquay United Reserves,H,2-2,D,"Ian Henderson, Clive Johnston",WLP,NA,26,18,2,2,NA,Arthur Ladd,NA,league,1,28,1.5555555555555556
1970/71,1971-02-13T00:00:00Z,Weston-super-Mare,H,3-2,W,"Trevor Rhodes, Graham Muxworthy, Roy James",WLP,NA,27,19,3,2,NA,Arthur Ladd,NA,league,3,31,1.631578947368421
1970/71,1971-02-20T00:00:00Z,St Lukes College,A,3-0,W,"Roy James, Ian Henderson 2",WLP,NA,28,20,3,0,NA,Arthur Ladd,NA,league,3,34,1.7
1970/71,1971-02-27T00:00:00Z,St Lukes College,H,0-2,L,NA,WLP,NA,29,21,0,2,NA,Arthur Ladd,NA,league,0,34,1.619047619047619
1970/71,1971-03-06T00:00:00Z,Barnstaple Town,A,0-4,L,NA,WLP,NA,30,22,0,4,NA,Arthur Ladd,NA,league,0,34,1.5454545454545454
1970/71,1971-03-13T00:00:00Z,Bridport,A,1-2,L,Trevor Rhodes,WLP,NA,31,23,1,2,NA,Arthur Ladd,NA,league,0,34,1.4782608695652173
1970/71,1971-03-16T00:00:00Z,Bridgwater Town,A,4-5,L,"Paul Hopkins, OG, Roger Coombs, Ian Henderson",WLP,NA,32,24,4,5,NA,Arthur Ladd,NA,league,0,34,1.4166666666666667
1970/71,1971-03-20T00:00:00Z,Minehead,H,2-1,W,"Paul Abrahams, Ian Henderson",WLP,NA,33,25,2,1,NA,Arthur Ladd,NA,league,3,37,1.48
1970/71,1971-03-27T00:00:00Z,Plymouth City,A,1-0,W,John Watkins,WLP,NA,34,26,1,0,NA,Arthur Ladd,NA,league,3,40,1.5384615384615385
1970/71,1971-03-31T00:00:00Z,Andover,A,2-1,W,"John Watkins, Paul Abrahams",WCC,QF,35,2,2,1,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1971-04-03T00:00:00Z,Bideford,A,2-2,D,"John Watkins, OG",WLP,NA,36,27,2,2,NA,Arthur Ladd,NA,league,1,41,1.5185185185185186
1970/71,1971-04-09T00:00:00Z,Glastonbury,H,2-2,D,"Ian Henderson, Trevor Rhodes",WLP,NA,37,28,2,2,NA,Arthur Ladd,NA,league,1,42,1.5
1970/71,1971-04-10T00:00:00Z,Bath City Reserves,A,1-2,L,Ian Henderson,WLP,NA,38,29,1,2,NA,Arthur Ladd,NA,league,0,42,1.4482758620689655
1970/71,1971-04-12T00:00:00Z,Glastonbury,A,2-1,W,"Paul Abrahams, Malcolm Norman",WLP,NA,39,30,2,1,NA,Arthur Ladd,NA,league,3,45,1.5
1970/71,1971-04-14T00:00:00Z,Bath City Reserves,H,4-3,W,"Roy James 2, Abrahams, John Watkins",WLP,NA,40,31,4,3,NA,Arthur Ladd,NA,league,3,48,1.5483870967741935
1970/71,1971-04-17T00:00:00Z,Frome Town,H,3-1,W,"Roy James, Ian Henderson, John Watkins",WLP,NA,41,32,3,1,NA,Arthur Ladd,NA,league,3,51,1.59375
1970/71,1971-04-22T00:00:00Z,Bridport,A,2-4,L,"Micky Slocombe, Roy James",WCC,SF,42,3,2,4,NA,Arthur Ladd,NA,cup,NA,NA,NA
1970/71,1971-04-24T00:00:00Z,Taunton Town,H,2-1,W,"Ian Henderson, John Watkins",WLP,NA,43,33,2,1,NA,Arthur Ladd,NA,league,3,54,1.6363636363636365
1970/71,1971-04-28T00:00:00Z,Dorchester Town,H,2-0,W,"Paul Abrahams, Ian Henderson",WLP,NA,44,34,2,0,NA,Arthur Ladd,NA,league,3,57,1.6764705882352942
1971/72,1971-08-14T00:00:00Z,Bridgwater Town,H,2-1,W,Bob Morgan 2,WLP,NA,1,1,2,1,NA,Frank Jacobs,NA,league,3,3,3
1971/72,1971-08-18T00:00:00Z,Glastonbury,A,0-4,L,NA,WSC,GB,2,1,0,4,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-08-21T00:00:00Z,Barnstaple Town,A,2-0,W,Ian Henderson 2,WLP,NA,3,2,2,0,NA,Frank Jacobs,NA,league,3,6,3
1971/72,1971-08-28T00:00:00Z,Bridport,H,1-0,W,Bob Morgan,WLP,NA,4,3,1,0,NA,Frank Jacobs,NA,league,3,9,3
1971/72,1971-09-01T00:00:00Z,Weston-super-Mare,H,1-0,W,Ian Henderson,WSC,GB,5,2,1,0,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-09-05T00:00:00Z,Dorchester Town,A,2-2,D,Bob Morgan 2,WLP,NA,6,4,2,2,NA,Frank Jacobs,NA,league,1,10,2.5
1971/72,1971-09-08T00:00:00Z,Devizes Town,H,5-3,W,Ian Henderson 5,WSC,GB,7,3,5,3,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-09-11T00:00:00Z,Torquay United Reserves,H,3-1,W,"Ian Henderson 2, Ralph Norton",WLP,NA,8,5,3,1,NA,Frank Jacobs,NA,league,3,13,2.6
1971/72,1971-09-14T00:00:00Z,Weston-super-Mare,A,2-0,W,Ian Henderson 2,WSC,GB,9,4,2,0,NA,Frank Jacobs,NA,cup,NA,NA,NA
1971/72,1971-09-18T00:00:00Z,Basingstoke,A,1-2,L,John Watkins,FAC,1Q,10,1,1,2,NA,Frank Jacobs,NA,cup,NA,NA,NA
